rpm,speed,coolant_temp,engine_load,vibration,battery_voltage,label
2149.01424590337,40.921924421226095,84.42959320883456,47.65402156013349,0.03174814057585692,12.45697303506232,0
1958.5207096486447,51.39614989220498,86.84534583131105,50.73412702410445,0.001210190552461729,12.490203228877908,0
2194.3065614302077,55.863944665783556,85.28969908212878,44.98689912135544,0.016722049441225368,12.519288463576274,0
2456.9089569224075,78.8768765734019,87.26002090629432,20.575023090382302,0.019583399766186654,12.784058438493854,0
1929.7539875829991,65.56553124533758,88.92924844644406,38.445775674722405,0.020159086583996313,12.275834807453977,0
1929.758912915246,46.64518430900109,94.18577243165691,28.44292425083085,0.021804960560780812,12.246095902546202,0
2473.7638446522174,64.86036289417638,88.39420480647149,37.973942270819265,0.02610439819809493,12.870985922642893,0
2230.2304187458726,44.52696011061634,82.07187146615203,49.80004236133894,0.01964592560954649,12.36120657743561,0
1859.1576842195143,70.82691053887073,95.7003392324758,43.05150835874973,0.016319417178563195,12.12108939392688,0
2162.7680130757894,55.28875348182122,85.81454933192481,51.480908663974326,0.015924106553403046,12.354461017370038,0
1860.9746921562614,59.06363811260829,89.70639786447686,43.41753920713539,0.013884841979616454,12.4009841794268,0
1860.281073928923,73.2579664754219,92.23268253470356,27.01674060331097,0.027875433243268653,12.96648881831773,0
2072.58868146981,47.1283643141575,90.9980520920139,14.791529934272653,0.013534715205234854,12.777447863713022,0
1426.0159266026608,46.02881814887009,95.47089773760737,41.4880876167959,0.028467711090082445,12.844256184989673,0
1482.52465024609,54.16400673653995,92.3950157169638,37.86073533648835,0.02018999082259871,12.745992092704036,0
1831.3137412277083,70.38378851019317,85.69345210151445,30.230542606181178,0.014787451931438704,12.783873101484595,0
1696.150663899673,44.806539245231576,100.89281086995831,22.99372750348622,0.026184072157441347,12.293575362025905,0
2094.274199778582,31.67844401889431,90.97166731669117,32.65256786527291,0.012725460752768817,12.440419353393954,0
1727.5927773436367,55.488411415910015,89.26329886689247,38.05508515135224,0.02638184040728213,12.203025406092936,0
1576.3088895994126,65.51740799910921,94.81962711527785,46.6587782370639,0.02212726121191785,12.43685359083889,0
2439.694630676466,72.00261749738829,91.24725472965036,41.8863108156798,0.014036753109080792,12.705231497280423,0
1932.2671098540393,55.36838637914601,91.99614096469664,56.08067247172729,0.025286348153345593,12.540374985443673,0
2020.2584614063771,55.885733928839976,102.46091999300343,29.64395943954606,0.02546589725688639,12.893444245688089,0
1572.575544135963,71.53900734255747,88.62439285872476,48.81058892057433,0.03157519605809958,12.157575262331834,0
1836.6851826424452,41.3025830030458,88.41119552991302,40.47298743128728,0.02966147012409296,12.650071505209471,0
2033.2767769129598,56.114792248169906,90.58289256006232,46.946691241185846,0.024912740207262828,12.125509159439204,0
1654.7019267733092,61.90423889925058,95.35757967790519,35.63485136734457,0.008724090487912369,12.528252940752093,0
2112.7094055037014,64.49218721285034,82.467329849048,50.716803738905895,0.04448586988174057,12.722100026766944,0
1819.8083930243586,54.901933068091175,80.17222054261748,42.952247583452426,0.005963837889281898,12.435649229952734,0
1912.491875062017,60.344410117058416,87.06442364689926,33.2055501508225,0.029492631742823093,12.665337981226086,0
1819.488016331181,35.1167264658701,81.83038520470356,39.87975971086812,0.024312838168862986,12.21208029955012,0
2555.6834553526814,53.41751587666152,87.8758432623718,37.60444141062901,0.008258576275188854,12.000893006541085,0
1995.9508325786198,64.53508712554468,92.51249848064646,44.891783506377934,0.01875699061121501,12.667108886746341,0
1682.68672131323,50.177059657453206,85.54625568223868,28.202232506254916,0.019212471137553595,13.02320307022272,0
2246.7634736309565,60.58984221589597,82.86586711609328,39.706482978843056,0.03305582715810523,12.201186517949033,0
1633.7469050086934,64.46872500802698,90.34668580857674,43.95307252649331,0.012866890997197886,12.866658254032039,0
2062.659078501427,56.57450799142235,94.31271742307585,40.33023307193033,0.01738054993575646,12.513027022644923,0
1412.0989628360674,61.70463770996571,81.52513280741694,53.46941244388996,-0.003360696050212629,12.099292543492076,0
1601.5441853304708,50.372674347153875,94.10116199152992,47.74022774071052,0.03734762793123578,12.160548409594352,0
